year,month,return_pct
2020,1,44.06993423431851
2020,2,36.29959093029813
2020,3,45.48262602784317
2020,4,33.83724829732584
2020,5,42.81041035598214
2020,6,41.06470147970218
2020,7,30.44648536306971
2020,8,38.571627204532845
2020,9,37.04288788951027
2020,10,35.66313486079835
2020,11,6.246425686504931
